"","year","month","tmp_min","tmp_max","tmp_ave","prcp","srad","frost_days"
"1",2018,1,-1.84483870967742,10.6516129032258,4.40338709677419,3.78322580645161,9.37285439000832,15.2896774193548
"2",2018,2,7.94642857142857,18.3671428571429,13.1567857142857,4.84178571428571,9.99429202813265,0
"3",2018,3,4.12322580645161,17.2616129032258,10.6924193548387,2.90870967741935,15.8002215130748,3.35354838709677
"4",2018,4,7.17166666666667,21.3983333333333,14.285,4.81033333333333,19.468306066251,0
"5",2018,5,16.6112903225806,28.3970967741935,22.5041935483871,8.19032258064516,17.2652775134087,0
"6",2018,6,19.784,31.513,25.6485,5.47066666666667,20.6202854038249,0
"7",2018,7,20.7058064516129,31.1087096774194,25.9072580645161,4.88161290322581,18.1592798584391,0
"8",2018,8,20.0387096774194,30.8596774193548,25.4491935483871,3.3741935483871,18.3718603159501,0
"9",2018,9,20.1963333333333,31.6063333333333,25.9013333333333,1.66433333333333,15.066320092778,0
"10",2018,10,12.3358064516129,24.63,18.4829032258065,3.24483870967742,13.082613931633,0
"11",2018,11,3.78166666666667,14.417,9.09933333333333,6.63633333333333,8.51019987789333,4.03666666666667
"12",2018,12,3.32774193548387,12.7277419354839,8.02774193548387,9.29548387096774,7.19834253787263,4.94451612903226
"13",2019,1,1.27645161290323,12.4090322580645,6.84274193548387,4.53225806451613,9.13749881987877,9.04709677419355
"14",2019,2,5.17071428571429,16.0860714285714,10.6283928571429,3.97107142857143,10.4465456270485,1.25857142857143
"15",2019,3,4.87322580645161,18.0229032258065,11.448064516129,2.07258064516129,17.1705784389016,1.85354838709677
"16",2019,4,10.1876666666667,23.9116666666667,17.0496666666667,3.13766666666667,18.8651313153333,0
"17",2019,5,16.8922580645161,29.9332258064516,23.4127419354839,1.5658064516129,20.7078844950587,0
"18",2019,6,18.9163333333333,29.9346666666667,24.4255,6.73566666666667,18.7661487870942,0
"19",2019,7,20.8912903225806,33.031935483871,26.9616129032258,1.46129032258065,20.4867327298851,0
"20",2019,8,20.2093548387097,32.2867741935484,26.248064516129,6.29096774193548,17.5576781228803,0
"21",2019,9,18.3363333333333,33.003,25.6696666666667,0.859333333333333,17.3295026026353,0
"22",2019,10,13.0235483870968,25.4061290322581,19.2148387096774,2.92483870967742,11.7419448819858,0
"23",2019,11,3.75566666666667,17.102,10.4288333333333,2.41966666666667,9.86301709734133,4.08866666666667
"24",2019,12,4.05387096774194,15.0370967741935,9.54548387096774,4.48903225806452,7.58004203415276,3.49225806451613
"25",2020,1,3.52774193548387,13.5929032258065,8.56032258064516,5.99129032258065,8.56929968210666,4.54451612903226
"26",2020,2,3.58172413793103,14.1713793103448,8.87655172413793,9.9048275862069,11.3971630094303,4.43655172413793
"27",2020,3,9.4441935483871,20.4064516129032,14.9253225806452,4.44903225806452,14.73133968609,0
"28",2020,4,8.44533333333333,22.7903333333333,15.6178333333333,4.008,20.52091901307,0
"29",2020,5,12.7251612903226,25.5929032258065,19.1590322580645,3.94,19.8662049980787,0
"30",2020,6,18.4066666666667,29.808,24.1073333333333,2.79233333333333,20.6812407891867,0
"31",2020,7,21.1096774193548,33.2629032258065,27.1862903225806,2.56096774193548,20.2761346398462,0
"32",2020,8,20.7248387096774,31.6583870967742,26.1916129032258,6.73774193548387,15.9826498987764,0
"33",2020,9,17.2756666666667,26.8876666666667,22.0816666666667,5.529,15.0714668518333,0
"34",2020,10,12.3996774193548,24.5264516129032,18.463064516129,2.48709677419355,13.058050416649,0
"35",2020,11,7.46233333333333,20.6883333333333,14.0753333333333,3.665,9.90662700897778,0
"36",2020,12,0.353333333333333,13.16,6.75666666666667,2.623,8.29705143130267,10.8933333333333
"37",2021,1,1.44870967741935,12.2467741935484,6.84774193548387,4.07806451612903,8.97601541970239,8.70258064516129
"38",2021,2,2.24107142857143,13.7725,8.00678571428571,3.08928571428571,11.2977104478686,7.11785714285714
"39",2021,3,7.17193548387097,20.4487096774194,13.8103225806452,4.21451612903226,15.1121349676055,0
"40",2021,4,8.41966666666667,23.2273333333333,15.8235,2.51666666666667,20.5644751734893,0
"41",2021,5,12.9058064516129,26.4767741935484,19.6912903225806,4.28064516129032,20.7903341039353,0
"42",2021,6,18.766,30.3643333333333,24.5651666666667,4.175,18.5975660888738,0
"43",2021,7,20.6893548387097,31.3,25.9946774193548,4.23774193548387,18.7434939237648,0
"44",2021,8,20.7961290322581,31.5167741935484,26.1564516129032,5.75935483870968,17.3300941198793,0
"45",2021,9,16.2113333333333,28.1793333333333,22.1953333333333,2.137,16.4009406432843,0
"46",2021,10,12.8596774193548,24.1432258064516,18.5014516129032,5.79774193548387,11.9821434132149,0
"47",2021,11,3.28566666666667,17.9083333333333,10.597,0.813,10.7642829373733,5.02866666666667
"48",2021,12,6.49096774193548,17.6687096774194,12.0798387096774,3.65870967741935,6.96262703489053,0
"49",2022,1,0.544193548387097,11.6954838709677,6.11983870967742,3.03741935483871,9.13483476839542,10.5116129032258
"50",2022,2,3.15464285714286,16.6221428571429,9.88839285714286,3.78535714285714,12.2323170965561,5.29071428571429
"51",2022,3,6.91935483870968,19.8922580645161,13.4058064516129,5.30741935483871,14.7994716162862,0
"52",2022,4,8.43266666666667,22.7733333333333,15.603,2.85066666666667,20.289865553328,0
"53",2022,5,15.7606451612903,28.7193548387097,22.24,2.19322580645161,19.7798466651222,0
"54",2022,6,19.7416666666667,32.8463333333333,26.294,2.66333333333333,20.971701311808,0
"55",2022,7,21.7083870967742,32.4732258064516,27.0908064516129,4.96645161290323,16.9709386669145,0
"56",2022,8,20.8203225806452,30.8425806451613,25.8314516129032,3.30838709677419,17.2479157002789,0
